管理番号,消火器種別,所在,経度,緯度,備考
区-11-8,強化液消火器（３型）,東京都台東区台東1-26-6,139.7771612,35.70196258,
区-11-9,強化液消火器（３型）,東京都台東区台東1-31-10,139.7770738,35.70237194,
区-11-10,強化液消火器（３型）,東京都台東区台東2-26-1,139.7771864,35.70344019,
区-11-11,強化液消火器（３型）,東京都台東区台東3-12-1,139.7772636,35.70418059,
区-11-12,強化液消火器（３型）,東京都台東区台東3-40-10,139.7773656,35.70528303,
区-12-1,強化液消火器（３型）,東京都台東区上野1-18-8,139.7720003,35.70693265,
区-13-1,強化液消火器（３型）,東京都台東区駒形1-2-11,139.7938237,35.70657929,
区-13-2,強化液消火器（３型）,東京都台東区寿3-12-5,139.792228,35.70705146,
区-13-3,強化液消火器（３型）,東京都台東区寿3-9-6,139.7911813,35.70736294,
区-13-4,強化液消火器（３型）,東京都台東区寿3-18-2,139.7916416,35.70730788,
区-13-5,強化液消火器（３型）,東京都台東区寿3-16-1,139.7928329,35.70695686,
区-14-1,強化液消火器（３型）,東京都台東区元浅草1-12-8,139.7845974,35.70832148,
区-14-2,強化液消火器（３型）,東京都台東区元浅草1-6-22,139.7833239,35.70843126,
区-14-3,強化液消火器（３型）,東京都台東区東上野1-27-1,139.7814774,35.70857978,
区-14-4,強化液消火器（３型）,東京都台東区東上野1-23-9,139.7794957,35.70875534,
区-14-5,強化液消火器（３型）,東京都台東区東上野1-20-7,139.7784144,35.70883971,
区-14-6,強化液消火器（３型）,東京都台東区東上野1-16,139.7768728,35.70885919,
区-14-12,強化液消火器（３型）,東京都台東区東上野2-14-1,139.7775458,35.70893289,
区-14-15,強化液消火器（３型）,東京都台東区元浅草1-18-2,139.7828453,35.70855143,
区-14-16,強化液消火器（３型）,東京都台東区元浅草1-15-3,139.7839206,35.70846024,
区-15-1,強化液消火器（３型）,東京都台東区上野3-1-9,139.7737555,35.70309588,
区-15-2,強化液消火器（３型）,東京都台東区上野3-5-9,139.7739904,35.7041547,
区-15-3,強化液消火器（３型）,東京都台東区上野3-9-7,139.7741211,35.70486462,
区-15-4,強化液消火器（３型）,東京都台東区上野3-20-8,139.7742904,35.70589004,
区-15-5,強化液消火器（３型）,東京都台東区上野3-27-1,139.7744179,35.70707756,
区-17-1,強化液消火器（３型）,東京都台東区東上野3-22-5,139.7789915,35.71122138,
区-17-2,強化液消火器（３型）,東京都台東区東上野3-13-5,139.7786971,35.71029948,
区-17-3,強化液消火器（３型）,東京都台東区東上野2-11-8,139.7784619,35.70955973,
区-17-4,強化液消火器（３型）,東京都台東区東上野1-20-2,139.7782531,35.70831496,
区-17-5,強化液消火器（３型）,東京都台東区台東4-29-8,139.7781345,35.70727898,
区-17-6,強化液消火器（３型）,東京都台東区台東4-5-8,139.7779995,35.7059171,
区-17-7,強化液消火器（３型）,東京都台東区台東4-13,139.7779395,35.70633602,
区-17-8,強化液消火器（３型）,東京都台東区東上野1-12-14,139.7780921,35.70780029,
区-17-9,強化液消火器（３型）,東京都台東区東上野1-19-11,139.7781983,35.70871563,
区-17-10,強化液消火器（３型）,東京都台東区東上野2-21-15,139.7784113,35.70977158,
区-17-11,強化液消火器（３型）,東京都台東区東上野3-15-12,139.7787397,35.71073757,
区-18-1,強化液消火器（３型）,東京都台東区東上野5-24-4,139.782307,35.71522668,
区-18-2,強化液消火器（３型）,東京都台東区東上野5-14-7,139.7814716,35.71392504,
区-18-3,強化液消火器（３型）,東京都台東区東上野5-7-4,139.7809781,35.71314616,
区-18-4,強化液消火器（３型）,東京都台東区東上野5-3-7,139.7808223,35.71236708,
区-18-5,強化液消火器（３型）,東京都台東区東上野3-35-5,139.7806831,35.71147921,
区-18-6,強化液消火器（３型）,東京都台東区東上野3-7-4,139.7804502,35.71015962,
区-18-7,強化液消火器（３型）,東京都台東区東上野2-24-1,139.7803527,35.70959623,
区-18-8,強化液消火器（３型）,東京都台東区東上野1-25-8,139.7801883,35.70863793,
区-18-9,強化液消火器（３型）,東京都台東区東上野1-6-6,139.7801239,35.70790238,
区-18-10,強化液消火器（３型）,東京都台東区台東4-27-4,139.7800226,35.70696494,
区-18-11,強化液消火器（３型）,東京都台東区台東4-21,139.7799006,35.70591899,
区-18-12,強化液消火器（３型）,東京都台東区台東3-24-4,139.7797744,35.70463303,
区-18-13,強化液消火器（３型）,東京都台東区台東2-22-5,139.7796669,35.70359745,
区-18-14,強化液消火器（３型）,東京都台東区台東2-14-4,139.7796035,35.70299113,
区-18-15,強化液消火器（３型）,東京都台東区台東1-36-2,139.7794722,35.70203134,
区-18-16,強化液消火器（３型）,東京都台東区台東1-3-4,139.7792162,35.70062641,
区-18-17,強化液消火器（３型）,東京都台東区台東1-23-11,139.7792832,35.70162496,
区-18-18,強化液消火器（３型）,東京都台東区台東2-23-13,139.7795527,35.70346307,
区-18-19,強化液消火器（３型）,東京都台東区台東3-6-12,139.7796449,35.70442508,
区-18-20,強化液消火器（３型）,東京都台東区台東3-34-10,139.7797379,35.70526556,
区-18-21,強化液消火器（３型）,東京都台東区台東4-20-11,139.7798947,35.70672105,
区-18-22,強化液消火器（３型）,東京都台東区東上野1-24-13,139.7800466,35.70814233,
区-18-23,強化液消火器（３型）,東京都台東区東上野2-8-1,139.7801135,35.70881874,
区-18-24,強化液消火器（３型）,東京都台東区東上野3-10-9,139.7803945,35.71042215,
区-18-25,強化液消火器（３型）,東京都台東区東上野3-25-11,139.7804789,35.71092843,
区-18-26,強化液消火器（３型）,東京都台東区東上野4-6-7,139.7807749,35.71276804,
区-18-27,強化液消火器（３型）,東京都台東区東上野4-16-6,139.7810244,35.7133881,
区-18-28,強化液消火器（３型）,東京都台東区東上野4-22-8,139.7816867,35.71448922,
区-18-29,強化液消火器（３型）,東京都台東区東上野4-24-12,139.782,35.71491292,
区-20-1,強化液消火器（３型）,東京都台東区入谷2-34-5,139.7872506,35.72203805,
区-20-2,強化液消火器（３型）,東京都台東区入谷2-25-3,139.7873054,35.72130645,
区-20-3,強化液消火器（３型）,東京都台東区入谷2-17-5,139.7875028,35.72037799,
区-20-4,強化液消火器（３型）,東京都台東区入谷2-9-3,139.7877225,35.71940857,
区-20-5,強化液消火器（３型）,東京都台東区松が谷4-26-8,139.787781,35.71836341,
区-20-6,強化液消火器（３型）,東京都台東区松が谷4-4,139.7874998,35.71755322,
区-20-7,強化液消火器（３型）,東京都台東区松が谷3-13-5,139.7872092,35.71608511,
区-20-8,強化液消火器（３型）,東京都台東区松が谷3-3-9,139.7872768,35.71501039,
区-20-9,強化液消火器（３型）,東京都台東区松が谷2-27-5,139.7872546,35.71442574,
区-20-10,強化液消火器（３型）,東京都台東区松が谷2-14-4,139.7871711,35.71354813,
区-20-11,強化液消火器（３型）,東京都台東区松が谷2-2-4,139.7870872,35.71258916,
区-20-12,強化液消火器（３型）,東京都台東区松が谷1-12,139.7870311,35.71193028,
区-20-13,強化液消火器（３型）,東京都台東区松が谷1-2-4,139.7869302,35.71076818,
区-20-14,強化液消火器（３型）,東京都台東区元浅草4-3-7,139.7868458,35.7094299,
区-20-15,強化液消火器（３型）,東京都台東区元浅草3-20,139.7868079,35.70874799,
区-20-16,強化液消火器（３型）,東京都台東区元浅草3-15-3,139.7867385,35.70759692,
区-20-17,強化液消火器（３型）,東京都台東区三筋2-16-14,139.7868034,35.70602232,
区-20-18,強化液消火器（３型）,東京都台東区三筋2-3-3,139.7867881,35.70495141,
区-20-19,強化液消火器（３型）,東京都台東区三筋1-3-9,139.7867686,35.7039584,
区-20-20,強化液消火器（３型）,東京都台東区三筋1-3-2,139.786755,35.70308256,
区-20-21,強化液消火器（３型）,東京都台東区鳥越2-3-8,139.7865309,35.70205572,
区-20-22,強化液消火器（３型）,東京都台東区三筋1-4-15,139.786661,35.70349422,
区-20-23,強化液消火器（３型）,東京都台東区三筋1-14-9,139.7866766,35.7042746,
区-20-24,強化液消火器（３型）,東京都台東区三筋2-4-8,139.7866963,35.70520368,
区-20-25,強化液消火器（３型）,東京都台東区元浅草3-3-8,139.7866461,35.7069233,
区-20-26,強化液消火器（３型）,東京都台東区元浅草3-16-12,139.7866717,35.70811507,
区-20-27,強化液消火器（３型）,東京都台東区元浅草4-4-1,139.7867211,35.70895552,
区-20-28,強化液消火器（３型）,東京都台東区元浅草4-4-13,139.7867623,35.70977708,
区-20-29,強化液消火器（３型）,東京都台東区松が谷1-6-15,139.786908,35.71165405,
区-20-30,強化液消火器（３型）,東京都台東区松が谷1-13-16,139.7869672,35.71229875,
区-20-31,強化液消火器（３型）,東京都台東区松が谷2-8-15,139.7870567,35.71328121,
区-20-32,強化液消火器（３型）,東京都台東区松が谷2-20-16,139.7871273,35.71402772,
区-20-33,強化液消火器（３型）,東京都台東区松が谷3-5-8,139.7871324,35.71571221,
区-20-34,強化液消火器（３型）,東京都台東区松が谷3-11-14,139.7870903,35.71649732,
区-20-35,強化液消火器（３型）,東京都台東区松が谷4-19-8,139.7874934,35.71781929,
区-20-36,強化液消火器（３型）,東京都台東区入谷1-1-10,139.7877102,35.71900775,
区-20-37,強化液消火器（３型）,東京都台東区入谷1-12-9,139.7874645,35.72010868,
区-20-38,強化液消火器（３型）,東京都台東区入谷1-22-13,139.7872494,35.72105499,
区-20-39,強化液消火器（３型）,東京都台東区入谷1-31-8,139.7871459,35.72218011,
区-21-1,強化液消火器（３型）,東京都台東区千束1-5-6,139.7912196,35.71855172,
区-21-2,強化液消火器（３型）,東京都台東区西浅草3-26-6,139.7910373,35.71691971,
区-21-3,強化液消火器（３型）,東京都台東区西浅草3-19-3,139.7909266,35.71605182,
区-21-4,強化液消火器（３型）,東京都台東区西浅草3-4-8,139.7907139,35.71467338,
区-21-5,強化液消火器（３型）,東京都台東区西浅草2-25-8,139.7906096,35.71402707,
区-21-6,強化液消火器（３型）,東京都台東区西浅草2-16-5,139.790479,35.71316177,
区-21-7,強化液消火器（３型）,東京都台東区西浅草2-10-2,139.7903649,35.7124142,
区-21-8,強化液消火器（３型）,東京都台東区西浅草1-6-9,139.7901712,35.71150931,
区-21-9,強化液消火器（３型）,東京都台東区西浅草1-2-6,139.789924,35.71054839,
区-21-10,強化液消火器（３型）,東京都台東区寿2-4-6,139.7896896,35.70911236,
区-21-11,強化液消火器（３型）,東京都台東区寿1-19-4,139.7896176,35.70804529,
区-21-12,強化液消火器（３型）,東京都台東区寿1-9-3,139.7895639,35.7072557,
区-21-13,強化液消火器（３型）,東京都台東区寿1-10-9,139.7894472,35.70700041,
区-21-14,強化液消火器（３型）,東京都台東区寿1-14-10,139.789508,35.70792167,
区-21-15,強化液消火器（３型）,東京都台東区寿2-5-14,139.7895583,35.7086437,
区-21-16,強化液消火器（３型）,東京都台東区寿2-8-11,139.7896345,35.70981498,
区-21-17,強化液消火器（３型）,東京都台東区西浅草1-5-5,139.7899319,35.71092315,
区-21-18,強化液消火器（３型）,東京都台東区西浅草1-5-5,139.7901295,35.71168819,
区-21-19,強化液消火器（３型）,東京都台東区西浅草2-9-2,139.7902992,35.71255766,
区-21-20,強化液消火器（３型）,東京都台東区西浅草2-24-1,139.7904765,35.71373424,
区-21-21,強化液消火器（３型）,東京都台東区西浅草3-5-1,139.790562,35.71429265,
区-21-22,強化液消火器（３型）,東京都台東区西浅草3-13-7,139.7907102,35.71524395,
区-21-23,強化液消火器（３型）,東京都台東区西浅草3-29-22,139.7910008,35.7173748,
区-21-24,強化液消火器（３型）,東京都台東区千束1-11-10,139.7911533,35.71875083,
区-22-1,強化液消火器（３型）,東京都台東区浅草1-38,139.7950153,35.71259425,
区-22-2,強化液消火器（３型）,東京都台東区浅草1-17-6,139.7948117,35.71164897,
区-22-3,強化液消火器（３型）,東京都台東区雷門2-16-5,139.7946164,35.71061452,
区-22-4,強化液消火器（３型）,東京都台東区雷門2-15-2,139.7945372,35.71013423,
区-22-5,強化液消火器（３型）,東京都台東区雷門2-6-5,139.7943888,35.70924196,
区-22-6,強化液消火器（３型）,東京都台東区駒形1-10-4,139.7942452,35.70859026,
区-22-7,強化液消火器（３型）,東京都台東区駒形1-6-3,139.7940251,35.70779826,
区-22-8,強化液消火器（３型）,東京都台東区駒形1-5-2,139.7935202,35.70677583,
区-22-9,強化液消火器（３型）,東京都台東区駒形1-1-5,139.7929796,35.70574674,
区-22-10,強化液消火器（３型）,東京都台東区寿3-14-13,139.7931234,35.7063044,
区-22-11,強化液消火器（３型）,東京都台東区寿3-15-14,139.7936747,35.707376,
区-22-12,強化液消火器（３型）,東京都台東区寿4-12-7,139.793998,35.70834387,
区-22-13,強化液消火器（３型）,東京都台東区雷門1-2-11,139.7943483,35.70974412,
区-22-14,強化液消火器（３型）,東京都台東区雷門1-12-10,139.7944584,35.7104012,
区-22-15,強化液消火器（３型）,東京都台東区浅草1-5-6,139.7946397,35.71140853,
区-22-16,強化液消火器（３型）,東京都台東区浅草1-22-10,139.7947544,35.71196599,
区-22-17,強化液消火器（３型）,東京都台東区浅草1-39-11,139.7949312,35.71277085,
区-23-1,強化液消火器（３型）,東京都台東区西浅草1-8-9,139.7914023,35.71172975,
区-23-2,強化液消火器（３型）,東京都台東区西浅草1-9-9,139.7906494,35.71187197,
区-23-3,強化液消火器（３型）,東京都台東区西浅草1-5,139.7897983,35.71204446,
区-23-4,強化液消火器（３型）,東京都台東区松が谷1-11-5,139.7878733,35.71238584,
区-23-5,強化液消火器（３型）,東京都台東区松が谷1-14-13,139.7856309,35.71258839,
区-23-6,強化液消火器（３型）,東京都台東区東上野6-7-9,139.7842539,35.71271106,
区-23-7,強化液消火器（３型）,東京都台東区東上野6-8-7,139.7836575,35.71276565,
区-23-8,強化液消火器（３型）,東京都台東区東上野5-5-18,139.7828322,35.71282892,
区-23-9,強化液消火器（３型）,東京都台東区東上野5-6-10,139.7815879,35.71295418,
区-23-10,強化液消火器（３型）,東京都台東区東上野4-7-15,139.7802451,35.71323066,
区-23-11,強化液消火器（３型）,東京都台東区上野7-8,139.7788019,35.71396475,
区-23-12,強化液消火器（３型）,東京都台東区東上野4-11-1,139.779856,35.71350213,
区-23-13,強化液消火器（３型）,東京都台東区東上野5-8-3,139.7820526,35.71298675,
区-23-14,強化液消火器（３型）,東京都台東区東上野6-10-1,139.7838896,35.71282065,
区-23-15,強化液消火器（３型）,東京都台東区松が谷2-4-2,139.7859061,35.71264006,
区-23-16,強化液消火器（３型）,東京都台東区松が谷2-1-2,139.7879882,35.71245238,
区-23-17,強化液消火器（３型）,東京都台東区西浅草2-3-4,139.7894744,35.71218699,
区-23-18,強化液消火器（３型）,東京都台東区西浅草2-1-4,139.7913463,35.71181668,
区-24-1,強化液消火器（３型）,東京都台東区浅草1-36-10,139.797092,35.71274068,
区-24-2,強化液消火器（３型）,東京都台東区浅草1-41-8,139.7939021,35.71318545,
区-24-3,強化液消火器（３型）,東京都台東区浅草1-43-12,139.7928654,35.71365738,
区-24-4,強化液消火器（３型）,東京都台東区西浅草2-27-11,139.7922082,35.71380509,
区-24-5,強化液消火器（３型）,東京都台東区西浅草2-25-12,139.791134,35.71401,
区-24-6,強化液消火器（３型）,東京都台東区西浅草2-23-9,139.7901073,35.71420894,
区-24-7,強化液消火器（３型）,東京都台東区西浅草2-22-7,139.7892371,35.71437443,
区-24-8,強化液消火器（３型）,東京都台東区松が谷2-26-5,139.7881869,35.71458153,
区-24-9,強化液消火器（３型）,東京都台東区松が谷2-31-10,139.7860849,35.71500753,
区-24-10,強化液消火器（３型）,東京都台東区東上野6-30-8,139.7852759,35.7151697,
区-24-11,強化液消火器（３型）,東京都台東区東上野6-26-6,139.7840232,35.71541985,
区-24-12,強化液消火器（３型）,東京都台東区東上野4-24-11,139.7824129,35.71575088,
区-24-13,強化液消火器（３型）,東京都台東区東上野4-25-16,139.7814306,35.71601094,
区-24-14,強化液消火器（３型）,東京都台東区北上野1-4-3,139.7817735,35.71599771,
区-24-15,強化液消火器（３型）,東京都台東区北上野2-6-3,139.7831139,35.71567132,
区-24-16,強化液消火器（３型）,東京都台東区北上野2-5-1,139.7838117,35.71553637,
区-24-17,強化液消火器（３型）,東京都台東区北上野2-2-1,139.7846265,35.71537462,
区-24-18,強化液消火器（３型）,東京都台東区松が谷3-8-2,139.785711,35.71515929,
区-24-19,強化液消火器（３型）,東京都台東区松が谷3-4-3,139.7867324,35.71495875,
区-24-20,強化液消火器（３型）,東京都台東区松が谷3-3-5,139.7875581,35.71479003,
区-24-21,強化液消火器（３型）,東京都台東区西浅草3-7-1,139.7894896,35.71440497,
区-24-22,強化液消火器（３型）,東京都台東区西浅草3-3-2,139.7913065,35.71405331,
区-24-23,強化液消火器（３型）,東京都台東区浅草2-11-2,139.7927138,35.71375202,
区-24-24,強化液消火器（３型）,東京都台東区浅草2-4-4,139.7939493,35.71324646,
区-24-25,強化液消火器（３型）,東京都台東区浅草2-2-1,139.7971046,35.71282338,
区-24-26,強化液消火器（３型）,東京都台東区花川戸1-7-2,139.7980315,35.71268752,
区-25-1,強化液消火器（３型）,東京都台東区西浅草3-18,139.7918454,35.71616397,
区-25-2,強化液消火器（３型）,東京都台東区西浅草3-19-4,139.7910527,35.71632363,
区-25-3,強化液消火器（３型）,東京都台東区西浅草3-22-14,139.7899037,35.71655246,
区-25-4,強化液消火器（３型）,東京都台東区松が谷3-18-6,139.7890066,35.71673117,
区-25-5,強化液消火器（３型）,東京都台東区松が谷3-20-10,139.7883092,35.71686768,
区-25-6,強化液消火器（３型）,東京都台東区松が谷3-22-7,139.7867163,35.71718509,
区-25-7,強化液消火器（３型）,東京都台東区松が谷3-23,139.7856888,35.71739607,
区-25-8,強化液消火器（３型）,東京都台東区北上野2-14-5,139.7846605,35.71759229,
区-25-9,強化液消火器（３型）,東京都台東区北上野2-15,139.784108,35.71770393,
区-25-10,強化液消火器（３型）,東京都台東区北上野2-20-1,139.7845123,35.71770547,
区-25-11,強化液消火器（３型）,東京都台東区北上野2-20-14,139.7853523,35.71753439,
区-25-12,強化液消火器（３型）,東京都台東区松が谷4-6-8,139.7872635,35.71717479,
区-25-13,強化液消火器（３型）,東京都台東区松が谷4-2-1,139.7879719,35.71701281,
区-25-14,強化液消火器（３型）,東京都台東区西浅草3-25,139.7898466,35.71664516,
区-25-15,強化液消火器（３型）,東京都台東区西浅草3-25-2,139.7907274,35.71647088,
区-25-16,強化液消火器（３型）,東京都台東区西浅草3-26-1,139.7916949,35.71627722,
区-25-17,強化液消火器（３型）,東京都台東区西浅草3-27-2,139.792476,35.71618468,
区-26-1,強化液消火器（３型）,東京都台東区浅草7-3-9,139.8022789,35.71674722,
区-26-2,強化液消火器（３型）,東京都台東区浅草6-21-10,139.8015034,35.7169207,
区-26-3,強化液消火器（３型）,東京都台東区浅草6-14-8,139.7999261,35.71714815,
区-26-4,強化液消火器（３型）,東京都台東区浅草3-28-8,139.798857,35.7173521,
区-26-5,強化液消火器（３型）,東京都台東区浅草3-32-9,139.797456,35.71763837,
区-26-6,強化液消火器（３型）,東京都台東区浅草3-34-8,139.7964615,35.7178434,
区-26-7,強化液消火器（３型）,東京都台東区浅草3-39-7,139.7945276,35.71823823,
区-26-8,強化液消火器（３型）,東京都台東区浅草3-41-6,139.7932529,35.71851512,
区-26-9,強化液消火器（３型）,東京都台東区千束1-13-8,139.7918166,35.71894793,
区-26-10,強化液消火器（３型）,東京都台東区千束1-17-4,139.7914124,35.71918245,
区-26-11,強化液消火器（３型）,東京都台東区浅草4-24-3,139.7938522,35.7184651,
区-26-12,強化液消火器（３型）,東京都台東区浅草4-17-3,139.7951304,35.71819912,
区-26-13,強化液消火器（３型）,東京都台東区浅草4-12-2,139.7964315,35.71792875,
区-26-14,強化液消火器（３型）,東京都台東区浅草4-3-1,139.7982158,35.71756357,
区-26-15,強化液消火器（３型）,東京都台東区浅草6-29-1,139.7994927,35.71732758,
区-26-16,強化液消火器（３型）,東京都台東区浅草6-23-3,139.8009858,35.71710026,
区-26-17,強化液消火器（３型）,東京都台東区浅草7-4-1,139.8028929,35.7166518,
区-27-1,強化液消火器（３型）,東京都台東区浅草6-34-6,139.8010773,35.71849467,
区-27-2,強化液消火器（３型）,東京都台東区浅草6-32-7,139.8003965,35.71861463,
区-27-3,強化液消火器（３型）,東京都台東区浅草6-30-8,139.7996951,35.71874119,
区-27-4,強化液消火器（３型）,東京都台東区浅草4-48-12,139.7986679,35.7189277,
区-27-5,強化液消火器（３型）,東京都台東区浅草4-45-8,139.7975185,35.7192198,
区-27-6,強化液消火器（３型）,東京都台東区浅草4-41-6,139.7965377,35.71946899,
区-27-7,強化液消火器（３型）,東京都台東区浅草5-8-2,139.7958883,35.71974598,
区-27-8,強化液消火器（３型）,東京都台東区浅草5-6-2,139.7968302,35.71950825,
区-27-9,強化液消火器（３型）,東京都台東区浅草5-2-1,139.7989573,35.71898532,
区-27-10,強化液消火器（３型）,東京都台東区浅草6-40-3,139.7996883,35.71885233,
区-27-11,強化液消火器（３型）,東京都台東区浅草6-38-1,139.8005508,35.71869714,
区-27-12,強化液消火器（３型）,東京都台東区浅草6-36-18,139.8016543,35.71849861,
区-30-1,強化液消火器（３型）,東京都台東区浅草5-48-9,139.7993387,35.72119278,
区-30-2,強化液消火器（３型）,東京都台東区浅草5-43-7,139.798807,35.72040927,
区-30-3,強化液消火器（３型）,東京都台東区浅草5-3-5,139.7983294,35.71950464,
区-30-4,強化液消火器（３型）,東京都台東区浅草4-48-9,139.7981347,35.71848985,
区-30-5,強化液消火器（３型）,東京都台東区浅草4-4-1,139.7979343,35.71767553,
区-30-6,強化液消火器（３型）,東京都台東区浅草3-30-3,139.7977703,35.71703881,
区-30-7,強化液消火器（３型）,東京都台東区浅草3-24-7,139.7976047,35.71681847,
区-30-8,強化液消火器（３型）,東京都台東区浅草4-6-17,139.7978918,35.71788228,
区-30-9,強化液消火器（３型）,東京都台東区浅草5-23-8,139.7983076,35.71965962,
区-30-10,強化液消火器（３型）,東京都台東区浅草5-49-1,139.7988092,35.72062387,
区-30-11,強化液消火器（３型）,東京都台東区浅草5-71-13,139.7995581,35.72141175,
区-34-1,強化液消火器（３型）,東京都台東区日本堤1-40-7,139.7993922,35.7276527,
区-34-2,強化液消火器（３型）,東京都台東区日本堤1-38-6,139.7985421,35.72727318,
区-34-3,強化液消火器（３型）,東京都台東区日本堤1-36-7,139.7980429,35.72704888,
区-34-4,強化液消火器（３型）,東京都台東区日本堤1-34-5,139.7966426,35.72642072,
区-34-5,強化液消火器（３型）,東京都台東区千束4-51-9,139.7958208,35.72603888,
区-34-6,強化液消火器（３型）,東京都台東区千束4-49-7,139.7949704,35.72555296,
区-34-7,強化液消火器（３型）,東京都台東区千束4-47-7,139.7939245,35.72495435,
区-34-8,強化液消火器（３型）,東京都台東区竜泉3-6-3,139.7936045,35.72489357,
区-34-9,強化液消火器（３型）,東京都台東区竜泉3-5-2,139.7941864,35.72519401,
区-34-10,強化液消火器（３型）,東京都台東区竜泉3-1-2,139.795603,35.72601121,
区-34-11,強化液消火器（３型）,東京都台東区日本堤2-15-1,139.7964106,35.72640734,
区-34-12,強化液消火器（３型）,東京都台東区日本堤2-10-1,139.7973026,35.7268066,
区-34-13,強化液消火器（３型）,東京都台東区日本堤2-3-3,139.7983091,35.72725471,
区-34-14,強化液消火器（３型）,東京都台東区日本堤2-1-1,139.7996348,35.7278489,
区-35-1,強化液消火器（３型）,東京都台東区竜泉3-7-7,139.7929348,35.72479191,
区-35-2,強化液消火器（３型）,東京都台東区竜泉3-9-6,139.7922674,35.72476616,
区-35-3,強化液消火器（３型）,東京都台東区竜泉3-10-6,139.7917467,35.72474651,
区-35-4,強化液消火器（３型）,東京都台東区竜泉3-15-2,139.7919847,35.72483171,
区-35-5,強化液消火器（３型）,東京都台東区竜泉3-17-1,139.7931433,35.72487544,
区-36-1,強化液消火器（３型）,東京都台東区三ﾉ輪1-3-2,139.7936508,35.72700598,
区-36-2,強化液消火器（３型）,東京都台東区竜泉3-36-10,139.7932306,35.7267703,
区-36-3,強化液消火器（３型）,東京都台東区竜泉3-40-6,139.7921444,35.72673378,
